word	speech_count	narrative_count
transforms	91	2
zero	91	2
binge	91	1
groundbreaking	91	1
lengthy	91	0
versus	91	0
uplift	91	0
recurring	91	0
alternate	91	0
pricey	91	0
wound	90	70
forgiveness	90	61
revealing	90	53
jane	90	46
confidently	90	45
ghost	90	31
absence	90	23
curtains	90	22
puppies	90	22
nonstop	90	14
recycled	90	11
guessed	90	9
replacement	90	8
opponent's	90	6
thoroughness	90	3
terrain	90	3
rigid	90	2
lava	90	1
expanded	90	1
brewing	90	1
merrier	90	0
prepping	90	0
usage	90	0
marked	90	0
sadness	89	168
helpless	89	76
dresses	89	59
opera	89	47
bones	89	43
rolled	89	36
appeared	89	32
weeds	89	30
greece	89	30
decisive	89	22
wasting	89	20
paycheck	89	19
vehicle	89	18
placing	89	17
occasional	89	13
texted	89	9
suited	89	8
smoothie	89	7
filter	89	6
quiz	89	6
squirrel	89	5
token	89	5
headaches	89	3
eerie	89	3
assessing	89	0
yay	89	0
subtract	89	0
dividing	89	0
overshadow	89	0
whatever's	89	0
belongings	88	123
compassion	88	123
retriever	88	58
crashed	88	48
legacy	88	39
blew	88	37
jenna	88	31
eiffel	88	26
bug	88	22
vocal	88	22
labor	88	18
description	88	17
compatible	88	16
preoccupied	88	15
hats	88	13
apologies	88	13
towels	88	11
reflexes	88	11
gig	88	11
sounding	88	10
footage	88	9
organizational	88	6
scrambling	88	4
dad's	88	3
fatigue	88	3
dramatically	88	3
accounted	88	2
meanings	88	2
anecdotes	88	2
resorting	88	2
chunks	88	2
spinach	88	1
multitasking	88	0
captivate	88	0
overdoing	88	0
insisted	87	87
suitcase	87	69
complaining	87	58
threat	87	45
poured	87	33
formed	87	28
scored	87	16
fifteen	87	15
reflected	87	14
stretches	87	13
shortcut	87	11
obstacle	87	10
cocoa	87	10
remaining	87	9
leisurely	87	6
vegetable	87	6
barriers	87	4
century	87	3
sustain	87	1
lineup	87	1
retrace	87	1
journaling	87	1
skies	87	1
sectors	87	0
easiest	87	0
fleeting	87	0
dashboard	87	0
sequel	87	0
rustic	87	0
overlapping	87	0
herb	87	0
disruption	87	0
starters	87	0
attractive	86	189
judging	86	72
cashier	86	68
west	86	61
bat	86	53
mashed	86	53
trace	86	44
spider	86	41
graduation	86	40
choir	86	32
announced	86	26
senses	86	23
fold	86	21
duties	86	21
newfound	86	19
mistaken	86	16
tighter	86	14
witnesses	86	13
amenities	86	13
reminiscing	86	9
acceptance	86	7
mimic	86	6
blended	86	6
intersection	86	5
furthermore	86	5
freelance	86	4
viewpoint	86	4
mapped	86	3
mastered	86	3
boosted	86	3
transitioning	86	2
cleanup	86	1
vanish	86	1
zones	86	1
bogged	86	1
hybrid	86	0
tiktok	86	0
distinctive	86	0
vibrancy	86	0
versatility	86	0
respects	85	148
expressed	85	73
america	85	65
ruins	85	64
classroom	85	62
teddy	85	61
punishment	85	59
failure	85	44
behave	85	34
aback	85	31
mars	85	28
banana	85	24
patients	85	24
genius	85	17
streaming	85	17
negotiate	85	16
flip	85	16
solved	85	16
skipped	85	13
linger	85	11
comparison	85	9
tart	85	7
steam	85	7
objective	85	6
drenched	85	6
cappuccino	85	5
assessment	85	4
barrier	85	3
spotting	85	3
flashy	85	3
advantages	85	2
bucks	85	2
metaphor	85	2
breeds	85	2
overreacted	85	1
progression	85	1
checkpoints	85	1
autonomy	85	1
conducting	85	1
optimized	85	0
meds	85	0
regroup	85	0
elevates	85	0
simplifies	85	0
rituals	85	0
ripped	84	91
perfume	84	68
firmly	84	65
cloth	84	63
brushes	84	44
judged	84	43
basis	84	36
zoo	84	34
forgiving	84	30
moral	84	27
researched	84	26
commands	84	23
leaf	84	22
jess	84	21
preferred	84	18
bubbles	84	17
holes	84	15
server	84	15
filing	84	14
plots	84	13
plastic	84	11
gourmet	84	9
defined	84	8
harmful	84	8
immune	84	7
cutest	84	7
parallel	84	6
replicate	84	5
inconsistencies	84	4
particles	84	4
recovering	84	4
aims	84	3
chart	84	3
facilities	84	3
displays	84	3
networks	84	2
spur	84	2
salsa	84	1
podcasts	84	1
instructor	84	1
synchronized	84	0
broadens	84	0
gameplay	84	0
assigning	84	0
decides	83	1833
begins	83	727
snapped	83	76
united	83	76
sidewalk	83	75
reasoning	83	57
minding	83	27
melted	83	24
striving	83	23
empowered	83	21
fireplace	83	19
addresses	83	17
fuss	83	16
fluids	83	14
jog	83	14
rounds	83	12
bottles	83	11
transported	83	11
tendency	83	10
cheesecake	83	8
performers	83	5
chemical	83	3
anchor	83	3
sun's	83	3
revised	83	3
decades	83	1
commuting	83	0
playlists	83	0
botanical	83	0
knee	82	75
passes	82	74
rings	82	70
fights	82	68
assigned	82	58
violin	82	47
clay	82	46
bracelet	82	28
typing	82	24
sleeve	82	22
anyone's	82	20
reassure	82	18
timely	82	16
finals	82	15
undermine	82	15
careers	82	13
socializing	82	13
sneakers	82	9
openings	82	8
bouncing	82	8
whip	82	7
fluid	82	7
hearty	82	6
exchanges	82	5
chirping	82	4
representation	82	4
eases	82	4
uniquely	82	3
philosophical	82	3
excites	82	2
portrayed	82	2
inevitable	82	2
unresolved	82	1
methodology	82	1
diversify	82	1
optimization	82	0
earthy	82	0
carve	82	0
beginner	82	0
theoretical	82	0
paramount	82	0
why'd	82	0
marvel	81	68
grammar	81	38
sandcastles	81	32
charged	81	30
suspect	81	25
adults	81	25
lions	81	24
wing	81	23
thoughtless	81	22
balls	81	22
belt	81	22
cab	81	22
wings	81	20
thesis	81	19
machines	81	17
oriented	81	17
fireworks	81	16
glue	81	13
fry	81	10
script	81	10
rapport	81	9
bubble	81	8
maximum	81	5
sprint	81	5
whose	81	5
shelters	81	4
zest	81	3
netflix	81	3
artificial	81	3
greatest	81	3
securing	81	2
restrictions	81	2
dr	81	2
neutral	81	2
temporarily	81	1
infuriating	81	1
vitamins	81	1
stabilize	81	0
caution	81	0
singer	80	95
slept	80	78
simon	80	47
echo	80	40
difficulties	80	25
stocks	80	21
stitches	80	19
reserved	80	17
pranks	80	14
planted	80	11
arcade	80	11
vocabulary	80	11
select	80	8
attic	80	8
fragrance	80	5
piecing	80	4
recommending	80	3
illustrations	80	3
comprehend	80	3
lush	80	2
symbolizes	80	2
kayaking	80	1
adhere	80	1
categories	80	1
discoveries	80	1
easing	80	1
strictly	80	1
tropical	80	1
lilies	80	0
mechanism	80	0
systematically	80	0
revamp	80	0
hopes	79	1235
wishes	79	414
discovers	79	189
crush	79	173
kicks	79	92
destroyed	79	76
inconsiderate	79	63
butterflies	79	59
bullies	79	57
hook	79	54
performed	79	52
legend	79	41
household	79	33
hugs	79	32
ambition	79	30
paradise	79	28
secretive	79	23
sweets	79	14
housing	79	12
council	79	11
wholeheartedly	79	10
wandered	79	10
magazines	79	10
annual	79	9
fortunately	79	9
operate	79	8
emphasizes	79	6
stargazing	79	6
muffins	79	4
drivers	79	3
moisture	79	2
stats	79	2
viable	79	1
niche	79	1
clicking	79	1
launched	79	1
arc	79	1
logistical	79	0
analyzed	79	0
missions	79	0
trello	79	0
jar	78	58
candle	78	37
warn	78	35
surfaces	78	32
spell	78	22
wooden	78	21
melting	78	21
costume	78	20
examining	78	16
peek	78	15
awkwardness	78	14
peacefully	78	13
balcony	78	13
unpacking	78	11
barcelona	78	11
speeds	78	9
coaster	78	7
beginnings	78	4
n	78	4
honing	78	3
reconnecting	78	2
links	78	2
unconventional	78	1
candid	78	1
mishap	78	1
discriminant	78	0
raspberry	78	0
repercussions	78	0
smoothies	78	0
sentences	77	91
abandoned	77	90
fulfilled	77	53
jason	77	45
taller	77	39
collar	77	37
american	77	37
nurse	77	33
celebrated	77	27
grapes	77	26
feast	77	23
exist	77	20
stripes	77	19
albums	77	18
stroke	77	16
receptive	77	16
breakdown	77	13
vegetarian	77	11
thousand	77	10
reminisce	77	10
tripping	77	9
ripe	77	9
retain	77	6
grandmother's	77	6
apparent	77	6
moist	77	5
cells	77	4
whiskers	77	2
tuning	77	2
scales	77	2
trivia	77	1
bistro	77	1
escalating	77	1
hasn	77	0
hmmm	77	0
alarming	77	0
incentives	77	0
tremendously	77	0
realism	77	0
adequately	77	0
outgoing	76	194
newspaper	76	71
terrified	76	61
cheat	76	61
protected	76	47
hid	76	46
shout	76	45
register	76	44
peers	76	36
clara	76	36
decorate	76	30
dinosaurs	76	23
daisies	76	13
references	76	12
conditioner	76	11
strings	76	9
seattle	76	8
magnetic	76	8
conveying	76	8
tunnel	76	7
submission	76	7
jackets	76	7
grilling	76	5
revolutionary	76	5
dragons	76	5
dinosaur	76	5
tide	76	4
groove	76	3
handcrafted	76	2
confuse	76	1
protagonist's	76	1
array	76	0
why's	76	0
utterly	76	0
merging	76	0
peculiar	76	0
overwhelmingly	76	0
cheek	75	220
loudly	75	89
interrupted	75	76
deliberately	75	66
lap	75	63
co	75	61
claims	75	51
drawers	75	42
crew	75	42
gate	75	39
maria	75	37
awe	75	36
tear	75	31
strangers	75	22
storms	75	20
cotton	75	17
division	75	15
slack	75	14
restless	75	11
pencils	75	11
palpable	75	10
jeopardize	75	9
compost	75	7
threats	75	6
batteries	75	5
curry	75	4
colosseum	75	4
r	75	3
reinforces	75	2
brake	75	2
necessity	75	1
celebrations	75	1
likewise	75	0
cohesion	75	0
durability	75	0
tightly	74	266
hammer	74	60
miracle	74	44
wishing	74	36
coral	74	32
fixes	74	29
salary	74	28
cousins	74	28
sprinkles	74	23
lab	74	22
sewing	74	20
glanced	74	12
stew	74	11
alike	74	10
strolling	74	9
committing	74	9
pumped	74	6
positioned	74	5
symbols	74	5
shortcuts	74	5
evaluation	74	4
neighborhoods	74	4
streams	74	3
unbeatable	74	2
pastry	74	2
executing	74	2
limitations	74	2
unnecessarily	74	1
pitfalls	74	0
renovation	74	0
envisioned	74	0
delved	74	0
bi	74	0
uhh	74	0
impose	74	0
hurdle	74	0
foresight	74	0
arrives	73	302
continued	73	180
garbage	73	54
fork	73	42
debts	73	41
exchanging	73	31
trunk	73	29
sheets	73	26
spray	73	24
interacts	73	24
operation	73	23
donate	73	21
east	73	19
beef	73	19
chickens	73	17
marks	73	16
owning	73	12
ok	73	11
nine	73	10
timer	73	9
embark	73	6
labels	73	6
escaping	73	5
seasoned	73	5
vitamin	73	5
creation	73	5
alarms	73	4
exaggerated	73	4
oxygen	73	3
grind	73	3
clinic	73	3
chorus	73	1
episodes	73	1
releasing	73	1
exceed	73	1
artisanal	73	0
tangy	73	0
em	73	0
thyme	73	0
smiled	72	762
reaches	72	192
strikes	72	80
rye	72	80
apologizing	72	61
radio	72	44
stove	72	43
jessica	72	40
toothbrush	72	36
gracefully	72	30
electricity	72	29
computers	72	28
trains	72	27
neglecting	72	26
spreads	72	24
arriving	72	22
extracurricular	72	21
bind	72	19
associated	72	17
distress	72	13
offense	72	13
sacrificing	72	12
ethics	72	11
socialize	72	11
irresistible	72	10
dodge	72	9
unfamiliar	72	7
folder	72	7
advertising	72	6
day's	72	4
generate	72	4
punctuality	72	3
cheesy	72	3
placement	72	3
echoes	72	3
comparing	72	3
redo	72	3
trucks	72	2
adequate	72	2
societies	72	1
ow	72	1
informal	72	1
coherent	72	1
styling	72	1
substitute	72	0
specialize	72	0
alliances	72	0
wished	71	303
searched	71	143
thoughtfully	71	99
heaven	71	47
desperate	71	45
punctual	71	25
fake	71	24
bedrooms	71	21
fundraiser	71	16
pies	71	16
cancel	71	14
titles	71	12
competing	71	12
heritage	71	9
disappearing	71	9
winds	71	7
outdone	71	6
witnessing	71	6
habitats	71	5
logically	71	4
verbal	71	4
predictions	71	4
investors	71	4
buttery	71	2
influencer	71	2
drained	71	2
incomplete	71	1
timed	71	1
ac	71	0
brand's	71	0
advancing	71	0
boom	71	0
habitat	71	0
death	70	219
unhappy	70	193
president	70	82
flipping	70	58
mailbox	70	58
smarter	70	45
biting	70	41
venice	70	38
chatter	70	34
tim	70	33
develops	70	29
posting	70	25
kingdom	70	21
id	70	19
bugging	70	16
recording	70	15
secluded	70	15
salty	70	13
upside	70	11
pumpkin	70	8
fees	70	7
ambitions	70	7
ms	70	6
professionalism	70	6
obligations	70	5
unrealistic	70	5
skyline	70	4
musicians	70	4
frames	70	3
companions	70	3
flashcards	70	2
rearranged	70	2
brilliantly	70	2
detour	70	1
promotions	70	1
customize	70	0
clash	70	0
cherishing	70	0
ponder	70	0
atoms	70	0
visualizing	70	0
jail	69	150
injured	69	96
jumps	69	85
angel	69	75
object	69	55
damages	69	46
compete	69	45
jack	69	23
kindergarten	69	22
rumor	69	20
inappropriate	69	17
laws	69	16
luxury	69	15
cupcakes	69	12
mask	69	12
lounging	69	12
pointless	69	11
abroad	69	10
exercising	69	9
quizzes	69	8
acceptable	69	8
romance	69	8
breed	69	6
restore	69	6
curriculum	69	3
expansive	69	2
breach	69	2
strategizing	69	1
reserve	69	1
freeze	69	1
starter	69	1
backfire	69	1
nuanced	69	1
automatic	69	1
redistribute	69	0
integrals	69	0
appearances	69	0
overcomplicate	69	0
distinctly	69	0
gadget	69	0
expedite	69	0
ambience	69	0
manually	69	0
globally	69	0
responds	68	235
kill	68	129
manuscript	68	52
pray	68	51
penny	68	47
destiny	68	46
laps	68	34
flaws	68	32
scrub	68	31
creature	68	30
mouse	68	26
repeatedly	68	25
cave	68	24
j	68	22
bumps	68	22
rub	68	21
rising	68	20
entertain	68	20
highest	68	19
accounting	68	18
carpet	68	18
nagging	68	16
whispering	68	16
scoop	68	13
fate	68	11
vacations	68	11
onions	68	7
demonstrating	68	7
vastness	68	6
peppers	68	5
citrus	68	3
devastating	68	1
stakes	68	1
picky	68	1
multi	68	0
predictive	68	0
secondary	68	0
redesign	68	0
contexts	68	0
bolster	68	0
sang	67	66
qualifications	67	51
parent	67	50
scratches	67	50
easygoing	67	49
basement	67	40
contacted	67	34
roman	67	31
knees	67	24
relations	67	20
upstairs	67	19
device	67	17
blind	67	17
loosen	67	13
butterfly	67	13
infection	67	12
trigger	67	11
offend	67	10
folding	67	10
competitor	67	10
tossed	67	8
bell	67	8
grill	67	7
syrup	67	7
millions	67	5
compromised	67	4
translate	67	4
gliding	67	4
methodical	67	3
spooky	67	3
emptiness	67	3
flourish	67	2
risking	67	2
unwavering	67	2
lacks	67	2
snag	67	2
developers	67	2
tightening	67	1
projected	67	1
spreadsheet	67	1
redefine	67	1
reflections	67	0
coverage	67	0
participants	67	0
denominator	67	0
returned	66	132
fired	66	121
forehead	66	116
stranger	66	51
bullying	66	47
streamers	66	46
bowling	66	40
bacon	66	39
recess	66	38
maya	66	37
wellbeing	66	37
exposed	66	36
savoring	66	34
diligently	66	28
scratched	66	28
dependent	66	28
approved	66	26
bone	66	26
knot	66	26
ropes	66	24
honeymoon	66	17
native	66	17
yogurt	66	15
cooped	66	13
sparkle	66	9
trimming	66	9
utilities	66	7
imaginative	66	6
medieval	66	5
counseling	66	5
elevated	66	5
sourdough	66	3
readings	66	3
brewed	66	2
mentors	66	2
impulse	66	2
digest	66	2
secured	66	1
buses	66	1
mingling	66	1
togethers	66	1
indicates	66	0
remotely	66	0
forecasts	66	0
fuels	66	0
architectural	66	0
emissions	66	0
bass	66	0
prototype	66	0
backend	66	0
tonight's	66	0
accidental	66	0
artisan	66	0
minimalist	66	0
bouquet	65	99
shaking	65	98
cliff	65	85
mckenzie	65	78
describes	65	65
pounding	65	57
thumb	65	49
prom	65	44
brothers	65	42
van	65	40
behaved	65	38
diaper	65	33
ad	65	28
civil	65	28
disturb	65	21
scrubbing	65	20
screws	65	19
graceful	65	18
elephants	65	17
constellations	65	16
degrees	65	11
removing	65	9
stylist	65	9
festive	65	8
sizes	65	7
bend	65	6
install	65	6
enormous	65	5
flick	65	4
frightening	65	3
describing	65	2
pre	65	2
heartbreaking	65	1
oops	65	1
mystical	65	1
yesterday's	65	1
woven	65	1
rehearsals	65	1
cappuccinos	65	1
norms	65	0
comprehensively	65	0
rigorous	65	0
prioritization	65	0
arcs	65	0
capitalize	65	0
picks	64	262
fails	64	88
pale	64	73
luggage	64	49
trophy	64	33
leash	64	26
empathetic	64	24
lady	64	22
observations	64	20
praying	64	17
water's	64	11
cooperate	64	11
lunches	64	9
mobile	64	9
submitting	64	8
notebooks	64	8
forests	64	8
slices	64	5
occurred	64	5
steadily	64	4
tossing	64	3
quinoa	64	3
weekdays	64	2
crunchy	64	2
seemingly	64	1
considerable	64	1
rehearsing	64	1
electronic	64	1
branding	64	1
music's	64	1
truffle	64	1
tremendous	64	1
excessive	64	1
diagrams	64	1
outdid	64	1
fascinates	64	1
biodiversity	64	0
onboarding	64	0
coefficients	64	0
packaging	64	0
uncertainties	64	0
hub	64	0
optimism	64	0
cigarette	63	65
confrontation	63	46
liberty	63	43
disappointment	63	37
portrait	63	32
popularity	63	32
gum	63	32
torn	63	18
darkness	63	17
economics	63	16
stray	63	12
moods	63	12
batter	63	12
opponents	63	12
blaming	63	11
twitter	63	11
pans	63	10
fort	63	10
cocktail	63	9
mustard	63	9
burnt	63	8
disrupting	63	7
tempted	63	7
revelation	63	6
astronomy	63	5
fridays	63	4
footing	63	4
indescribable	63	4
scaling	63	3
flawless	63	3
fabrics	63	2
electronics	63	2
renewed	63	2
unprepared	63	2
designated	63	1
rapid	63	1
recreate	63	1
astonishing	63	1
clarified	63	1
squirrels	63	1
saturdays	63	1
reflective	63	1
refocus	63	0
calculate	63	0
portable	63	0
summers	63	0
technically	63	0
problematic	63	0
unreal	63	0
migration	63	0
summarizing	63	0
sector	63	0
funeral	62	99
attempts	62	97
smith	62	49
dawn	62	34
cpr	62	34
wealth	62	27
speeches	62	19
roasting	62	13
mic	62	12
negatively	62	11
suffocating	62	8
dribbling	62	7
reduced	62	6
intrusive	62	6
bumping	62	6
academics	62	5
finest	62	5
underwater	62	5
instrumental	62	5
endlessly	62	4
cleanliness	62	4
mere	62	2
confronting	62	2
functioning	62	2
pine	62	1
permits	62	1
hype	62	1
conventional	62	1
variations	62	0
advantageous	62	0
statistical	62	0
negatives	62	0
whew	62	0
proportion	62	0
extravagant	62	0
slots	62	0
voicemail	61	68
hometown	61	57
reassured	61	44
increasingly	61	41
boston	61	39
gala	61	34
poems	61	32
jelly	61	21
wrench	61	20
heavenly	61	17
wasted	61	17
influential	61	14
whoever	61	13
pots	61	11
solace	61	11
mixture	61	11
coolest	61	10
securely	61	10
cheaper	61	8
showers	61	7
chicago	61	6
pitching	61	6
funniest	61	5
hardware	61	4
overshadowed	61	4
mingle	61	4
lasts	61	3
mythology	61	3
randomly	61	1
blossoms	61	1
sundays	61	1
categorizing	61	1
collaboratively	61	1
glitches	61	1
crave	61	1
uncovering	61	1
personalize	61	0
misplace	61	0
envisioning	61	0
improvise	61	0
genetics	61	0
tailoring	61	0
departmental	61	0
shuffle	61	0
persuasive	60	232
appreciative	60	68
accomplishments	60	60
authority	60	55
pot	60	44
sisters	60	43
ethan	60	40
bites	60	40
daisy	60	39
california	60	37
rex	60	31
ambulance	60	30
revealed	60	28
photograph	60	26
located	60	23
salon	60	22
demonstrated	60	19
conquer	60	15
convert	60	15
impulsively	60	15
candidates	60	14
shame	60	13
unpack	60	13
diagnosis	60	13
rainbow	60	11
owners	60	9
stimulating	60	9
receipts	60	7
negotiation	60	7
neglect	60	5
measurements	60	5
sided	60	5
prospects	60	5
damaging	60	4
weddings	60	4
overbearing	60	4
misjudged	60	3
familiarity	60	3
documenting	60	3
procedure	60	2
chamomile	60	2
announcement	60	2
internally	60	1
geometry	60	1
disregard	60	1
experimented	60	1
symbolism	60	1
documented	60	1
harmonies	60	1
viewer	60	1
defining	60	1
subjective	60	0
introspection	60	0
futuristic	60	0
disheartening	60	0
considerations	60	0
cycles	60	0
dependencies	60	0
synchronize	60	0
linear	60	0
accumulate	60	0
infographics	60	0
adaptive	60	0
proceeding	60	0
graph	60	0
inseparable	59	129
observant	59	86
musician	59	77
embarrass	59	55
smashed	59	38
deny	59	34
passport	59	33
rested	59	32
z	59	27
obsessed	59	26
dragged	59	20
command	59	16
seize	59	10
strides	59	10
stain	59	10
unstoppable	59	9
temples	59	8
collapse	59	7
vineyard	59	6
browse	59	6
duck	59	6
attendees	59	5
locate	59	5
maneuver	59	4
charging	59	3
provoke	59	3
allergies	59	2
synchronization	59	2
portraits	59	2
tempo	59	2
rhythms	59	1
setback	59	1
outlets	59	1
patio	59	1
takeout	59	1
peeling	59	1
accessibility	59	0
thousands	59	0
cultivate	59	0
financials	59	0
fundamentals	59	0
adaptations	59	0
